seed,method,lam,tv,iou_true,iou_distractor,acc,f1
8,stg,2.0,0.05,0.8448275862068966,0.07407407407407407,0.6,0.09090909090909091
8,l0,4.0,0.05,0.8448275862068966,0.0,0.63,0.3018867924528302
8,stg,4.0,0.05,0.8448275862068966,0.011627906976744186,0.6,0.0
8,ours,0.02,0.05,0.5851851851851851,0.0,0.78,0.6764705882352942
8,ours,0.05,0.05,0.6850393700787402,0.0,0.75,0.6153846153846154
8,ours,0.1,0.05,0.7983193277310925,0.0,0.76,0.6363636363636364
8,ours,0.3,0.05,0.8448275862068966,0.0,0.74,0.59375
9,l0,0.25,0.0,0.8448275862068966,0.0,0.67,0.5352112676056338
9,stg,0.25,0.0,0.8290598290598291,0.0,0.66,0.5277777777777778
9,l0,0.5,0.0,0.8448275862068966,0.0,0.65,0.47761194029850745
9,stg,0.5,0.0,0.8448275862068966,0.0,0.63,0.4307692307692308
9,l0,1.0,0.0,0.8448275862068966,0.0,0.66,0.5
9,stg,1.0,0.0,0.8448275862068966,0.0,0.64,0.4
9,l0,2.0,0.0,0.8448275862068966,0.005780346820809248,0.66,0.48484848484848486
9,stg,2.0,0.0,0.8448275862068966,0.005780346820809248,0.58,0.16
9,l0,4.0,0.0,0.8448275862068966,0.0,0.67,0.5074626865671642
9,stg,4.0,0.0,0.8448275862068966,0.0,0.59,0.0
9,ours,0.02,0.0,0.34591194968553457,0.0,0.72,0.6410256410256411
9,ours,0.05,0.0,0.32919254658385094,0.0,0.73,0.6582278481012658
9,ours,0.1,0.0,0.32919254658385094,0.0,0.71,0.6233766233766234
9,ours,0.3,0.0,0.5970149253731343,0.0,0.7,0.6052631578947368
9,l0,0.25,0.05,0.8448275862068966,0.0,0.69,0.5753424657534246
9,stg,0.25,0.05,0.8448275862068966,0.0,0.67,0.5352112676056338
9,l0,0.5,0.05,0.8448275862068966,0.0,0.67,0.5074626865671642
9,stg,0.5,0.05,0.8448275862068966,0.0,0.67,0.5217391304347826
9,l0,1.0,0.05,0.8448275862068966,0.0,0.66,0.5
9,stg,1.0,0.05,0.8448275862068966,0.0,0.63,0.3508771929824561
9,l0,2.0,0.05,0.8448275862068966,0.0,0.62,0.36666666666666664
9,stg,2.0,0.05,0.8448275862068966,0.0,0.59,0.19607843137254902
9,l0,4.0,0.05,0.8448275862068966,0.0,0.63,0.39344262295081966
9,stg,4.0,0.05,0.8448275862068966,0.0,0.59,0.0
9,ours,0.02,0.05,0.5507246376811594,0.0,0.75,0.691358024691358
9,ours,0.05,0.05,0.7258064516129032,0.0,0.76,0.7073170731707317
9,ours,0.1,0.05,0.7398373983739838,0.0,0.71,0.6233766233766234
9,ours,0.3,0.05,0.8448275862068966,0.0,0.73,0.6582278481012658
